# Walera v2.4 baseline — captured BEFORE first DECOMP-XX PR (BENCH-01).
# Provenance:
#   git-sha:    f1638da8c55c413cdbb7ec684ab9bd0a2c6c4185
#   captured:   2026-05-24
#   runner:     local-capture (intended target: ubuntu-latest)
#   kernel:     6.8.0-111-generic
#   host-cpu:   Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz (GOMAXPROCS=4)
#   go-version: go1.25.0
#   benchstat:  v0.0.0-20260512194132-3cf34090a3db
#   command:    go test -bench=. -benchmem -count=10 -run='^$' -timeout=15m ./internal/sse/... ./internal/router/... ./internal/metrics/... ./internal/app/...
# Notes:
#   - fakeMetrics mutex floor: ~20ns/op uncontested.
#   - HeartbeatInterval set to 1 hour in BenchmarkPoolWorkerRun fixture to suppress sweep noise.
#   - -race deliberately omitted; race instrumentation invalidates allocation measurement.
goos: linux
goarch: amd64
pkg: github.com/walera/walera/internal/sse
cpu: Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz
BenchmarkRouteTx/wildcard_100-4    	    5245	    230548 ns/op	  130060 B/op	    2019 allocs/op
BenchmarkRouteTx/wildcard_100-4    	    5044	    247697 ns/op	  130063 B/op	    2019 allocs/op
BenchmarkRouteTx/wildcard_100-4    	    5226	    232160 ns/op	  130064 B/op	    2019 allocs/op
BenchmarkRouteTx/wildcard_100-4    	    5168	    232935 ns/op	  130064 B/op	    2019 allocs/op
BenchmarkRouteTx/wildcard_100-4    	    5187	    233615 ns/op	  130065 B/op	    2019 allocs/op
BenchmarkRouteTx/wildcard_100-4    	    5157	    235550 ns/op	  130071 B/op	    2019 allocs/op
BenchmarkRouteTx/wildcard_100-4    	    4755	    236143 ns/op	  130069 B/op	    2019 allocs/op
BenchmarkRouteTx/wildcard_100-4    	    4999	    236510 ns/op	  130072 B/op	    2019 allocs/op
BenchmarkRouteTx/mixed_50_50-4     	   15163	     78773 ns/op	   41113 B/op	     677 allocs/op
BenchmarkRouteTx/mixed_50_50-4     	   15342	     78517 ns/op	   41113 B/op	     677 allocs/op
BenchmarkRouteTx/mixed_50_50-4     	   10000	    105614 ns/op	   41115 B/op	     677 allocs/op
BenchmarkRouteTx/mixed_50_50-4     	   14558	     81614 ns/op	   41115 B/op	     677 allocs/op
BenchmarkRouteTx/mixed_50_50-4     	   15004	     80106 ns/op	   41115 B/op	     677 allocs/op
BenchmarkRouteTx/mixed_50_50-4     	   14887	     80530 ns/op	   41115 B/op	     677 allocs/op
BenchmarkRouteTx/mixed_50_50-4     	   14930	     80486 ns/op	   41115 B/op	     677 allocs/op
BenchmarkRouteTx/mixed_50_50-4     	   14790	     80921 ns/op	   41116 B/op	     677 allocs/op
BenchmarkRouteTx/mixed_50_50-4     	   14858	     80960 ns/op	   41116 B/op	     677 allocs/op
BenchmarkRouteTx/mixed_50_50-4     	   14866	     80997 ns/op	   41116 B/op	     677 allocs/op
PASS
ok  	github.com/walera/walera/internal/router	47.896s
goos: linux
goarch: amd64
